sample_id,model_name,task_type,description,actions,expected_result
683,process_85.bpmn,legality,legality_large_true,"start_vienna_night_run_process(1), select_starting_block_(start,1), select_starting_block_(end,1), running_5_km(start,1), running_5_km(end,1,under 25min), good_in_shape(start,1), good_in_shape(end,1), get_your_starting_number(start,1), get_your_starting_number(end,1), way_to_the_run(start,1), way_to_the_run(end,1,time >1hour to start)",True
684,process_85.bpmn,legality,legality_large_false,"start_vienna_night_run_process(1), running_5_km(start,1), running_5_km(end,1,under 25min), select_starting_block_(start,1), select_starting_block_(end,1), good_in_shape(start,1), good_in_shape(end,1), get_your_starting_number(start,1), get_your_starting_number(end,1), way_to_the_run(start,1), way_to_the_run(end,1,time <1hour to start)",False
685,process_85.bpmn,conformance,conformance_small_true,"running_5_km(end,1,under 25min), running_5_km(start,1), select_starting_block_(end,1), select_starting_block_(start,1), acquire(1, main_process), start_vienna_night_run_process(1)",True
686,process_85.bpmn,conformance,conformance_small_false,"select_starting_block_(end,1), select_starting_block_(start,1), running_5_km(end,1,under 25min), running_5_km(start,1), acquire(1, main_process), start_vienna_night_run_process(1)",False
687,process_85.bpmn,conformance,conformance_large_true,"way_to_the_run(end,1,time >1hour to start), way_to_the_run(start,1), get_your_starting_number(end,1), get_your_starting_number(start,1), good_in_shape(end,1), good_in_shape(start,1), running_5_km(end,1,under 25min), running_5_km(start,1), select_starting_block_(end,1), select_starting_block_(start,1), acquire(1, main_process), start_vienna_night_run_process(1)",True
688,process_85.bpmn,conformance,conformance_large_false,"way_to_the_run(end,1,time <1hour to start), way_to_the_run(start,1), get_your_starting_number(end,1), get_your_starting_number(start,1), good_in_shape(end,1), good_in_shape(start,1), select_starting_block_(end,1), select_starting_block_(start,1), running_5_km(end,1,under 25min), running_5_km(start,1), acquire(1, main_process), start_vienna_night_run_process(1)",False
689,process_58.bpmn,legality,legality_small_true,"start_online_tool(1), enter_model_id(start,1), enter_model_id(end,1), enter_broken_parts_(start,1), enter_broken_parts_(end,1), present_list_of_tools(start,1), present_list_of_tools(end,1)",True
690,process_58.bpmn,legality,legality_small_false,"start_online_tool(1), enter_broken_parts_(start,1), enter_broken_parts_(end,1), enter_model_id(start,1), enter_model_id(end,1), present_list_of_tools(start,1), present_list_of_tools(end,1)",False
691,process_58.bpmn,legality,legality_large_true,"start_online_tool(1), enter_model_id(start,1), enter_model_id(end,1), enter_broken_parts_(start,1), enter_broken_parts_(end,1), present_list_of_tools(start,1), present_list_of_tools(end,1), present_list_of_materials_(start,1), present_list_of_materials_(end,1), present_list_of_ordering_choices(start,1), present_list_of_ordering_choices(end,1), check_self_owned_tools(start,1), check_self_owned_tools(end,1), set_new_information_list_(start,1), set_new_information_list_(end,1), contact_friends_for_needed_tools(start,1), contact_friends_for_needed_tools(end,1,yes)",True
692,process_58.bpmn,legality,legality_large_false,"start_online_tool(1), enter_broken_parts_(start,1), enter_broken_parts_(end,1), enter_model_id(start,1), enter_model_id(end,1), present_list_of_tools(start,1), present_list_of_tools(end,1), present_list_of_materials_(start,1), present_list_of_materials_(end,1), present_list_of_ordering_choices(start,1), present_list_of_ordering_choices(end,1), check_self_owned_tools(start,1), check_self_owned_tools(end,1), set_new_information_list_(start,1), set_new_information_list_(end,1), contact_friends_for_needed_tools(start,1), contact_friends_for_needed_tools(end,1,yes)",False
693,process_58.bpmn,conformance,conformance_small_true,"present_list_of_tools(end,1), present_list_of_tools(start,1), enter_broken_parts_(end,1), enter_broken_parts_(start,1), enter_model_id(end,1), enter_model_id(start,1), acquire(1, main_process), start_online_tool(1)",True
694,process_58.bpmn,conformance,conformance_small_false,"present_list_of_tools(end,1), present_list_of_tools(start,1), enter_model_id(end,1), enter_model_id(start,1), enter_broken_parts_(end,1), enter_broken_parts_(start,1), acquire(1, main_process), start_online_tool(1)",False
695,process_58.bpmn,conformance,conformance_large_true,"contact_friends_for_needed_tools(end,1,yes), contact_friends_for_needed_tools(start,1), set_new_information_list_(end,1), set_new_information_list_(start,1), check_self_owned_tools(end,1), check_self_owned_tools(start,1), present_list_of_ordering_choices(end,1), present_list_of_ordering_choices(start,1), present_list_of_materials_(end,1), present_list_of_materials_(start,1), present_list_of_tools(end,1), present_list_of_tools(start,1), enter_broken_parts_(end,1), enter_broken_parts_(start,1), enter_model_id(end,1), enter_model_id(start,1), acquire(1, main_process), start_online_tool(1)",True
696,process_58.bpmn,conformance,conformance_large_false,"cheaper_than_orderering_choice(end,1), cheaper_than_orderering_choice(start,1), contact_friends_for_needed_tools(end,1,yes), contact_friends_for_needed_tools(start,1), set_new_information_list_(end,1), set_new_information_list_(start,1), check_self_owned_tools(end,1), check_self_owned_tools(start,1), present_list_of_ordering_choices(end,1), present_list_of_ordering_choices(start,1), present_list_of_materials_(end,1), present_list_of_materials_(start,1), present_list_of_tools(end,1), present_list_of_tools(start,1), enter_model_id(end,1), enter_model_id(start,1), enter_broken_parts_(end,1), enter_broken_parts_(start,1), acquire(1, main_process), start_online_tool(1)",False
697,process_21.bpmn,legality,legality_small_true,"interested_in_internship(1), sign_up_application_portal(start,1), sign_up_application_portal(end,1,no)",True
698,process_21.bpmn,legality,legality_small_false,"interested_in_internship(1), enter_information(start,1), enter_information(end,1), sign_up_application_portal(start,1), sign_up_application_portal(end,1,yes)",False
699,process_21.bpmn,legality,legality_large_true,"interested_in_internship(1), sign_up_application_portal(start,1), sign_up_application_portal(end,1,no), update_inbox(start,1), update_inbox(end,1,yes), check_inbox_offers(start,1), check_inbox_offers(end,1,yes), accept_offer(start,1), accept_offer(end,1), deny_other_offers(start,1), deny_other_offers(end,1)",True
700,process_21.bpmn,legality,legality_large_false,"interested_in_internship(1), enter_information(start,1), enter_information(end,1), sign_up_application_portal(start,1), sign_up_application_portal(end,1,yes), update_inbox(start,1), update_inbox(end,1,yes), check_inbox_offers(start,1), check_inbox_offers(end,1,yes), accept_offer(start,1), accept_offer(end,1), deny_other_offers(start,1), deny_other_offers(end,1)",False
701,process_21.bpmn,conformance,conformance_small_true,"sign_up_application_portal(end,1,no), sign_up_application_portal(start,1), acquire(1, main_process), interested_in_internship(1)",True
702,process_21.bpmn,conformance,conformance_small_false,"sign_up_application_portal(end,1,yes), sign_up_application_portal(start,1), enter_information(end,1), enter_information(start,1), acquire(1, main_process), interested_in_internship(1)",False
703,process_21.bpmn,conformance,conformance_large_true,"deny_other_offers(end,1), deny_other_offers(start,1), accept_offer(end,1), accept_offer(start,1), check_inbox_offers(end,1,yes), check_inbox_offers(start,1), update_inbox(end,1,yes), update_inbox(start,1), sign_up_application_portal(end,1,no), sign_up_application_portal(start,1), acquire(1, main_process), interested_in_internship(1)",True
704,process_21.bpmn,conformance,conformance_large_false,"deny_other_offers(end,1), deny_other_offers(start,1), accept_offer(end,1), accept_offer(start,1), check_inbox_offers(end,1,yes), check_inbox_offers(start,1), update_inbox(end,1,yes), update_inbox(start,1), sign_up_application_portal(end,1,yes), sign_up_application_portal(start,1), enter_information(end,1), enter_information(start,1), acquire(1, main_process), interested_in_internship(1)",False
705,process_70.bpmn,legality,legality_small_true,"start(1), check_the_sound_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), check_the_type_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), record_the_noice_of_the_fridge(start,1), record_the_noice_of_the_fridge(end,1), find_the_website_of_central_fridge_service_center(start,1), find_the_website_of_central_fridge_service_center(end,1)",True
706,process_70.bpmn,legality,legality_small_false,"start(1), check_the_type_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), check_the_sound_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), record_the_noice_of_the_fridge(start,1), record_the_noice_of_the_fridge(end,1), find_the_website_of_central_fridge_service_center(start,1), find_the_website_of_central_fridge_service_center(end,1)",False
707,process_70.bpmn,legality,legality_large_true,start(1),True
708,process_70.bpmn,legality,legality_large_false,"start(1), check_the_type_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), check_the_sound_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), record_the_noice_of_the_fridge(start,1), record_the_noice_of_the_fridge(end,1), find_the_website_of_central_fridge_service_center(start,1), find_the_website_of_central_fridge_service_center(end,1), start_creating_a_ticket_about_this_issue(start,1), start_creating_a_ticket_about_this_issue(end,1), write_the_type_of_the_fridge(start,1), write_the_type_of_the_fridge(end,1), describe_the_symptoms(start,1), describe_the_symptoms(end,1), upload_audio_sound_recording(start,1), upload_audio_sound_recording(end,1), select_an_appropriate_country_and_city(start,1), select_an_appropriate_country_and_city(end,1), forward_ticket_to_the_local_service_facility(start,1), forward_ticket_to_the_local_service_facility(end,1)",False
709,process_70.bpmn,conformance,conformance_small_true,"find_the_website_of_central_fridge_service_center(end,1), find_the_website_of_central_fridge_service_center(start,1), record_the_noice_of_the_fridge(end,1), record_the_noice_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), check_the_type_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), check_the_sound_of_the_fridge(start,1), acquire(1, main_process), start(1)",True
710,process_70.bpmn,conformance,conformance_small_false,"acquire(1, main_process), start(1)",False
711,process_70.bpmn,conformance,conformance_large_true,"forward_ticket_to_the_local_service_facility(end,1), forward_ticket_to_the_local_service_facility(start,1), select_an_appropriate_country_and_city(end,1), select_an_appropriate_country_and_city(start,1), upload_audio_sound_recording(end,1), upload_audio_sound_recording(start,1), describe_the_symptoms(end,1), describe_the_symptoms(start,1), write_the_type_of_the_fridge(end,1), write_the_type_of_the_fridge(start,1), start_creating_a_ticket_about_this_issue(end,1), start_creating_a_ticket_about_this_issue(start,1), find_the_website_of_central_fridge_service_center(end,1), find_the_website_of_central_fridge_service_center(start,1), record_the_noice_of_the_fridge(end,1), record_the_noice_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), check_the_type_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), check_the_sound_of_the_fridge(start,1), acquire(1, main_process), start(1)",True
712,process_70.bpmn,conformance,conformance_large_false,"select_an_appropriate_country_and_city(end,1), select_an_appropriate_country_and_city(start,1), upload_audio_sound_recording(end,1), upload_audio_sound_recording(start,1), describe_the_symptoms(end,1), describe_the_symptoms(start,1), write_the_type_of_the_fridge(end,1), write_the_type_of_the_fridge(start,1), start_creating_a_ticket_about_this_issue(end,1), start_creating_a_ticket_about_this_issue(start,1), find_the_website_of_central_fridge_service_center(end,1), find_the_website_of_central_fridge_service_center(start,1), record_the_noice_of_the_fridge(end,1), record_the_noice_of_the_fridge(start,1), check_the_sound_of_the_fridge(end,1,yes), check_the_sound_of_the_fridge(start,1), check_the_type_of_the_fridge(end,1), check_the_type_of_the_fridge(start,1), acquire(1, main_process), start(1)",False
